dx,TERM,CHAPTER,BLOCK
R630,Anorexia,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",General symptoms and signs
M8647,Chronic osteomyelitis with draining sinus: ankle and foot,Diseases of the musculoskeletal system and connective tissue,Osteopathies and chondropathies
I792,Peripheral angiopathy in diseases classified elsewhere,Diseases of the circulatory system,"Diseases of arteries, arterioles and capillaries"
A490,"Staphylococcal infection, unspecified site",Certain infectious and parasitic diseases,Other bacterial diseases
D539,"Nutritional anaemia, unspecified",Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Nutritional anaemias
D593,Haemolytic-uraemic syndrome,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Haemolytic anaemias
E140,"Unspecified diabetes mellitus, with coma","Endocrine, nutritional and metabolic diseases",Diabetes mellitus
E40,Kwashiorkor,"Endocrine, nutritional and metabolic diseases",Malnutrition
E440,Moderate protein-energy malnutrition,"Endocrine, nutritional and metabolic diseases",Malnutrition
E830,Disorders of copper metabolism,"Endocrine, nutritional and metabolic diseases",Metabolic disorders
G628,Other specified polyneuropathies,Diseases of the nervous system,Polyneuropathies and other disorders of the peripheral nervous system
I059,"Mitral valve disease, unspecified",Diseases of the circulatory system,Chronic rheumatic heart diseases
I700,Atherosclerosis of aorta,Diseases of the circulatory system,"Diseases of arteries, arterioles and capillaries"
K430,"Incisional hernia with obstruction, without gangrene",Diseases of the digestive system,Hernia
K801,Calculus of gallbladder with other cholecystitis,Diseases of the digestive system,"Disorders of gallbladder, biliary tract and pancreas"
K830,Cholangitis,Diseases of the digestive system,"Disorders of gallbladder, biliary tract and pancreas"
L080,Pyoderma,Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue
L089,"Local infection of the skin and subcutaneous tissue, unspecified",Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue
L984,"Chronic ulcer of skin, not elsewhere classified",Diseases of the skin and subcutaneous tissue,Other disorders of the skin and subcutaneous tissue
L988,Other specified disorders of the skin and subcutaneous tissue,Diseases of the skin and subcutaneous tissue,Other disorders of the skin and subcutaneous tissue
M0694,"Rheumatoid arthritis, unspecified: hand",Diseases of the musculoskeletal system and connective tissue,Arthropathies
M1184,Other specified crystal arthropathies: hand,Diseases of the musculoskeletal system and connective tissue,Arthropathies
M4317,Spondylolisthesis: Lumbosacral region,Diseases of the musculoskeletal system and connective tissue,Dorsopathies
M6006,Infective myositis: lower leg,Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders
M6007,Infective myositis: ankle and foot,Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders
M6597,"Synovitis and tenosynovitis, unspecified: ankle and foot",Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders
M680,Synovitis and tenosynovitis in bacterial diseases classified elsewhere,Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders
M7267,Necrotising fasciitis: ankle and foot,Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders
M7966,Pain in limb: lower leg,Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders
M8586,Other specified disorders of bone density and structure: lower leg,Diseases of the musculoskeletal system and connective tissue,Osteopathies and chondropathies
M8699,"Osteomyelitis, unspecified: site unspecified",Diseases of the musculoskeletal system and connective tissue,Osteopathies and chondropathies
E639,"Nutritional deficiency, unspecified","Endocrine, nutritional and metabolic diseases",Other nutritional deficiencies
D66,Hereditary factor VIII deficiency,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Coagulation defects, purpura and other haemorrhagic conditions"
I983,Oesophageal varices with bleeding in diseases classified elsewhere*,Diseases of the circulatory system,Other and unspecified disorders of the circulatory system
I820,Budd-Chiari syndrome,Diseases of the circulatory system,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
G549,"Nerve root and plexus disorder, unspecified",Diseases of the nervous system,"Nerve, nerve root and plexus disorders"
H058,Other disorders of orbit,Diseases of the eye and adnexa,"Disorders of eyelid, lacrimal system and orbit"
M4714,Other spondylosis with myelopathy: Thoracic region,Diseases of the musculoskeletal system and connective tissue,Dorsopathies
N398,Other specified disorders of urinary system,Diseases of the genitourinary system,Other diseases of urinary system
N084,"Glomerular disorders in other endocrine, nutritional and metabolic diseases",Diseases of the genitourinary system,Glomerular diseases
G587,Mononeuritis multiplex,Diseases of the nervous system,"Nerve, nerve root and plexus disorders"
H538,Other visual disturbances,Diseases of the eye and adnexa,Visual disturbances and blindness
M8189,Other osteoporosis: site unspecified,Diseases of the musculoskeletal system and connective tissue,Osteopathies and chondropathies
J980,"Diseases of bronchus, not elsewhere classified",Diseases of the respiratory system,Other diseases of the respiratory system
C241,"Malignant neoplasm of other and unspecified parts of biliary tract, ampulla of Vater",Neoplasms,Malignant neoplasms
C530,Malignant neoplasm of endocervix,Neoplasms,Malignant neoplasms
C835,Lymphoblastic (diffuse) lymphoma,Neoplasms,Malignant neoplasms
M7986,Other specified soft tissue disorders: lower leg,Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders
M7989,Other specified soft tissue disorders: site unspecified,Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders
R229,"Localized swelling, mass and lump, unspecified","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Symptoms and signs involving the skin and subcutaneous tissue
R238,Other and unspecified skin changes,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Symptoms and signs involving the skin and subcutaneous tissue
M190,Primary arthrosis of other joints,Diseases of the musculoskeletal system and connective tissue,Arthropathies
J351,Hypertrophy of tonsils,Diseases of the respiratory system,Other diseases of upper respiratory tract
K620,Anal polyp,Diseases of the digestive system,Other diseases of intestines
I231,Atrial septal defect as current complication following acute myocardial infarction,Diseases of the circulatory system,Ischaemic heart diseases
K603,Anal fistula,Diseases of the digestive system,Other diseases of intestines
I846,Residual haemorrhoidal skin tags,Diseases of the circulatory system,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
K602,"Anal fissure, unspecified",Diseases of the digestive system,Other diseases of intestines
C910,Acute lymphoblastic leukaemia,Neoplasms,Malignant neoplasms
F88,Other disorders of psychological development,Mental and behavioural disorders,Disorders of psychological development
F89,Unspecified disorder of psychological development,Mental and behavioural disorders,Disorders of psychological development
Q897,"Multiple congenital malformations, not elsewhere classified","Congenital malformations, deformations and chromosomal abnormalities",Other congenital malformations
K296,Other gastritis,Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum"
I982,Oesophageal varices without bleeding in diseases classified elsewhere,Diseases of the circulatory system,Other and unspecified disorders of the circulatory system
Q444,Choledochal cyst,"Congenital malformations, deformations and chromosomal abnormalities",Other congenital malformations of the digestive system
C792,Secondary malignant neoplasm of skin,Neoplasms,Malignant neoplasms
G729,"Myopathy, unspecified",Diseases of the nervous system,Diseases of myoneural junction and muscle
N719,"Inflammatory disease of uterus, unspecified",Diseases of the genitourinary system,Inflammatory diseases of female pelvic organs
N882,Stricture and stenosis of cervix uteri,Diseases of the genitourinary system,Noninflammatory disorders of female genital tract
C499,"Malignant neolpasm or connective and soft tissue, unspecified",Neoplasms,Malignant neoplasms
H814,Vertigo of central origin,Diseases of the ear and mastoid process,Diseases of inner ear
M199,"Arthrosis, unspecified",Diseases of the musculoskeletal system and connective tissue,Arthropathies
M419,"Scoliosis, unspecified",Diseases of the musculoskeletal system and connective tissue,Dorsopathies
M6537,Trigger finger: ankle and foot,Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders
C549,"Malignant neoplasm of corpus uteri, unspecified",Neoplasms,Malignant neoplasms
F808,Other developmental disorders of speech or language,Mental and behavioural disorders,Disorders of psychological development
D139,Benign neoplasm of Ill-defined sites within the digestive system,Neoplasms,Benign neoplasms
K804,Calculus of bile duct with cholecystitis,Diseases of the digestive system,"Disorders of gallbladder, biliary tract and pancreas"
